Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C,Patent Number,Kind Code,Source,norm_number
checked,,236,,,,,,,US 20240027980 A1,2024-01-25,87571253,92,Monitoring and Operational Functionalities for an Enterprise Using Process Control or Automation System,G05B15/02;H04L63/0876;G05B19/4142;G05B19/41835;G05B19/4184;G05B19/4185;G05B19/41865;G05B19/41885;H04L63/0272;H04L63/0428;H04L63/08;H04L63/0823;H04L63/10;H04L67/12,G05B2219/31368;G05B2219/34447,Capoccia; Brian M. et al.,,18/223416,2023-07-18,,,1/1,,"FISHER-ROSEMOUNT SYSTEMS, INC.",,,9.504999,,20240027980,A1,US-PGPUB,20240027980
checked,,238,,,,,,,US 20260133552 A1,2026-05-14,87571253,87,Field Device Digital Twins in Process Control and Automation Systems,G05B15/02;H04L63/0876;G05B19/4142;G05B19/41835;G05B19/4184;G05B19/4185;G05B19/41865;G05B19/41885;H04L63/0272;H04L63/0428;H04L63/08;H04L63/0823;H04L63/10;H04L67/12,G05B2219/31368;G05B2219/34447,Capoccia; Brian M. et al.,,19/444903,2026-01-09,,,1/1,,"FISHER-ROSEMOUNT SYSTEMS, INC.",,,6.408066,,20260133552,A1,US-PGPUB,20260133552
checked,,240,,,,,,,US 20240003151 A1,2024-01-04,89433650,13,SYSTEM AND METHOD FOR MANAGING A RETAIL STORE,G06Q30/06;G06Q20/20;E04H3/02;G06Q20/18;G07F17/0014;G06Q20/202;G06Q30/0641,,Yuksel; Edip,,18/217026,2023-06-30,,,1/1,,Yuksel; Edip,,,11.53142,,20240003151,A1,US-PGPUB,20240003151
checked,,241,,,,,,,US 20240001451 A1,2024-01-04,89434082,19,STATIONARY CUTTING MACHINE AND METHODS OF CUTTING AND DRAWING THE PIPE PRESERVATION SYSTEM,B23B5/08;B23B1/00;B26D3/162;B26D3/282,B23B2226/61;B23B2215/72,MONTEIRO; MURILO COSTA et al.,,18/329995,2023-06-06,,,1/1,,"PETRÓLEO BRASILEIRO S.A. - PETROBRAS,INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO S.A. - IPT",,,9.412029,,20240001451,A1,US-PGPUB,20240001451
checked,1,242,,,,,,,US 20230386006 A1,2023-11-30,75034454,11,CONVEYING MANIPULATOR FOR MACHINING PRECISION PARTS,E21F17/18;G01B11/16;G01M5/0025;G01M5/0041;G01M5/0091;G06T7/0002;G06T7/11;G06T7/13;G06T7/248;H04N7/181,G06T2207/20021;G06T2207/30184,SHI; Zhengying et al.,,18/446004,2023-08-08,,,1/1,,"NANJING PIONEER AWARENESS INFORMATION TECHNOLOGY CO., LTD",,,15.735785,,20230386006,A1,US-PGPUB,20230386006
checked,1,244,,,,,,,US 20230376040 A1,2023-11-23,72659608,17,UNDERGROUND VEHICLE MONITORING SYSTEM FIELD,G05D1/0214;G05D1/0246;G05D1/0274;G05D1/0291;G05D1/2435;G05D1/246;G05D1/43;G05D1/617;G08G1/096855,,PUURA; Jussi et al.,,18/027471,2021-09-23,,,1/1,,SANDVIK MINING AND CONSTRUCTION OY,,,17.60542,,20230376040,A1,US-PGPUB,20230376040
checked,1,246,,,,,,,US 20230377025 A1,2023-11-23,73460608,25,WEBSITE MONITORING AND ASSESSMENT,G06F16/954;G06F16/958;G06F40/174;G06Q30/018;G06Q30/0241;G06Q30/0601;G06Q30/0621;G06Q30/0637;G06Q30/0643,,Malik; Raghav et al.,,18/031138,2021-10-06,,,1/1,,MASTERCARD INTERNATIONAL INCORPORATED,,,25.394085,,20230377025,A1,US-PGPUB,20230377025
checked,,248,,,,,,,US 20230375376 A1,2023-11-23,88792393,17,HIGH RESOLUTION 2D INDOOR LOCALIZATION WITH FIBER OPTIC SENSOR,G01D5/35358;G01H9/004;G01C21/206,,CHEN; Yueheng et al.,"NEC Laboratories America, Inc.",18/319469,2023-05-17,,,1/1,,"NEC Laboratories America, Inc.",,,12.54274,,20230375376,A1,US-PGPUB,20230375376
checked,1,249,,,,,,,US 20230370338 A1,2023-11-16,88698623,23,MACHINE LEARNING MONITORING OF WIRELESS NETWORK INFRASTRUCTURE APPLICATION SERVERS,H04L41/0661;H04L41/16;H04L41/147;H04L41/0631,H04L41/5009,Shori; Sakshi et al.,,17/745277,2022-05-16,,,1/1,,"T-Mobile USA, Inc.",,,50.12682,,20230370338,A1,US-PGPUB,20230370338
checked,,251,,,,,,,US 20230368074 A1,2023-11-16,88699105,19,"SELF-CONTAINED ARTIFICIAL INTELLIGENCE (AI) EXECTUABLE TO AUTOMATE MODEL HOSTING, DEPLOYMENT, AND AI LIFE CYCLE",G06N3/044;G06N20/00;G06N3/084;G06N3/092,,Mallya Kasaragod; Sunil et al.,,18/306915,2023-04-25,,,1/1,,Flip Technology Corporation,,,38.954433,,20230368074,A1,US-PGPUB,20230368074
checked,,252,,,,,,,US 20230359647 A1,2023-11-09,75135654,11,Read-Write Separation and Automatic Scaling-Based Cloud Arrangement System and Method,G06F16/283;G06F9/4881;G06F9/5005;G06F9/505,G06F2209/501;G06F2209/5017;G06F2209/505;G06F9/5072,ZHAN; Shaoxiong et al.,"Kuyun (Shanghai) Information Technology Co., Ltd.",17/611183,2021-03-01,,,1/1,,"Kuyun (Shanghai) Information Technology Co., Ltd.",,,12.690958,,20230359647,A1,US-PGPUB,20230359647
checked,1,253,,,,,,,US 20230359736 A1,2023-11-09,88648790,18,SYSTEMS AND METHODS FACILITATING INTERACTIONS BETWEEN IMPOSTER DEVICES AND PROTECTED CONTENT SYSTEMS,G06F21/566,,Deen; Robert Glenn et al.,,17/893914,2022-08-23,,,1/1,,"NBCUniversal Media, LLC",,,26.5032,,20230359736,A1,US-PGPUB,20230359736
checked,,255,,,,,,,US 20230350066 A1,2023-11-02,80038146,5,SYSTEM AND METHOD FOR INFRASTRUCTURE INSPECTION,B64U10/10;G01C11/00;G01C11/025;G01C21/20;G01C21/3852;G01M5/0008;G01M5/0058;G01M5/0091;G01S17/89;G05D1/0094;G05D1/101;G06V20/17;G06V20/176;G06V20/182,B64U2101/30;G01S17/89,Bernabeu Gonzalez; Carlos Jose,Arborea Intellbird SL,18/040003,2021-06-21,,,1/1,,Arborea Intellbird SL,,,35.58726,,20230350066,A1,US-PGPUB,20230350066
checked,1,256,,,,,,,US 20230342144 A1,2023-10-26,88415292,9,MULTI-CLOUD MACHINE-LEARNING MODEL BUILDING,G06F8/71;G06F9/5072;G06F9/547;G06N20/00,G06N20/00,Epstein; Shahar,,17/726097,2022-04-21,,,1/1,,NCR Corporation,,,38.979633,,20230342144,A1,US-PGPUB,20230342144
checked,1,258,,,,,,,US 20230325258 A1,2023-10-12,72660835,24,METHOD AND APPARATUS FOR AUTOSCALING CONTAINERS IN A CLOUD-NATIVE CORE NETWORK,G06F9/5016;G06F9/5072;G06F9/5083;H04L41/0897;H04L41/16;H04L43/0817,G06F2209/501,WANG; Yue,,18/042288,2021-08-23,,,718/105,,"Samsung Electronics Co., Ltd.",,,27.328178,,20230325258,A1,US-PGPUB,20230325258
checked,1,260,,,,,,,US 20230315032 A1,2023-10-05,88194037,35,BUILDING EQUIPMENT CONTROL SYSTEM WITH AUTOMATED HORIZON SELECTION,G05B13/048;F24F11/63;G05B13/0265;G05B15/02,G05B2219/2642,Samy; Santle Camilus Kulandai et al.,Johnson Controls Tyco IP Holdings LLP,17/710597,2022-03-31,,,700/275,,Johnson Controls Tyco IP Holdings LLP,,,17.939655,,20230315032,A1,US-PGPUB,20230315032
checked,1,262,,,,,,,US 20230311896 A1,2023-10-05,88195486,16,VEHICLE AND METHOD OF CONTROLLING A VEHICLE,G06V20/56;B60W30/09;B60W40/02;B60W30/16,B60W2556/65;B60W2554/80;B60W2420/408;B60W2420/403,Baek; Jooam,"HYUNDAI MOTOR COMPANY,KIA CORPORATION",18/080255,2022-12-13,,,701/1,,"HYUNDAI MOTOR COMPANY,KIA CORPORATION",,,15.069933,,20230311896,A1,US-PGPUB,20230311896
checked,,264,,,,,,,US 20230306206 A1,2023-09-28,88095970,30,GENERATING RULES FOR MANAGING AN INFRASTRUCTURE FROM NATURAL-LANGUAGE EXPRESSIONS,G06F40/30;G06F40/284;G06F11/3409;G06F40/40,,DUTTA; Debojyoti et al.,,17/864252,2022-07-13,,,1/1,,"NUTANIX, INC.",,,33.358887,,20230306206,A1,US-PGPUB,20230306206
checked,,265,,,,,,,US 20230295935 A1,2023-09-21,79315428,35,METHOD FOR CONSTRUCTING ACCESS FLOOR BY USING UNMANNED ROBOT,B25J11/00;E04F21/1872;B25J9/1679;B25J11/008;B25J15/008;B25J15/0616;E04F15/02458;E04F21/22,,JEON; Hae Moon et al.,SAMSUNG C&T CORPORATION,18/013809,2021-06-21,,,294/2,,SAMSUNG C&T CORPORATION,,,33.626026,,20230295935,A1,US-PGPUB,20230295935
checked,,266,,,,,,,US 20230294735 A1,2023-09-21,87849269,14,METHOD FOR CARRYING OUT AN AT LEAST PARTLY AUTOMATED DRIVING FUNCTION,B60W60/0015;B60W40/02,B60W2555/60;B60W2555/20;B60W2556/45;B60W2552/00;B60W2556/20,Nordbruch; Stefan,,18/175632,2023-02-28,,,701/23,,Robert Bosch GmbH,,,17.84218,,20230294735,A1,US-PGPUB,20230294735
checked,,267,,,,,,,US 20230299994 A1,2023-09-21,88024325,42,STRAIGHT LIGHT IN AIR DIRECT AND/OR BENDING VIA FIBER OPTIC CABLE ACTUATES LIGHT SWITCH FOR- ALL -FROM BUILDING WALLS TO WEARABLE,H02G3/08;H02G3/081;H02G3/12;H02G3/14;H02G3/16;H04B10/1123;H04B10/114;H04B10/2589;H04B10/27;H04L12/2807;H04L12/2838,,ELBERBAUM; David,ELBEX VIDEO LTD.,18/097482,2023-01-16,,,340/4.34,,ELBEX VIDEO LTD.,,,11.332291,,20230299994,A1,US-PGPUB,20230299994
checked,,268,,,,,,,US 20230300579 A1,2023-09-21,88067714,63,EDGE-CENTRIC TECHNIQUES AND TECHNOLOGIES FOR MONITORING ELECTRIC VEHICLES,B60L53/67;H04W4/44;B60L58/10;B60L53/66;B60L53/665;G06Q20/145;G06Q30/0284;B60L53/68;G06Q50/40;B60L53/65,B60L2260/54;B60L2260/52;B60L2240/72;B60L2240/68;B60L2240/622,Merwaday; Arvind et al.,,18/090029,2022-12-28,,,701/423,,Intel Corporation,,,14.799784,,20230300579,A1,US-PGPUB,20230300579
checked,,269,,,,,,,US 20230286035 A1,2023-09-14,79321916,16,METHOD AND SYSTEM FOR AUTOMATED WAX MOLD ASSEMBLY,B25J9/0084;B25J19/022;B22C9/04;B29C33/3842;B25J11/005;B29C33/40;B22C7/026;B22C7/02;B25J11/0055;B25J13/085;B25J19/021;B25J9/0018,B29K2091/00,Rumery; David M. et al.,,18/013526,2021-06-30,,,1/1,,"Canon Virginia, Inc.",,,15.857135,,20230286035,A1,US-PGPUB,20230286035
checked,1,270,,,,,,,US 20230290122 A1,2023-09-14,87932141,26,UNMANNED AERIAL VEHICLE BASED SYSTEM TO TRACK SOLAR PANEL SYSTEM CONSTRUCTION AND COMMISSIONING,G06V10/77;G06V20/17;G06V20/176,,BURKETT; Jeffrey R et al.,,17/689226,2022-03-08,,,1/1,,"Inventus Holdings, LLC",,,41.972992,,20230290122,A1,US-PGPUB,20230290122
checked,,272,,,,,,,US 20230267837 A1,2023-08-24,80776776,26,Traffic Control System and Traffic Control Method,G08G1/166;B60W30/143;B60W30/0953;G08G1/09;B60W30/0956;G08G1/04;G08G1/0116;B60W60/0015;G08G1/096725;G08G1/097;G08G1/0145;B60W30/09;G08G1/164;G08G1/16;G08G1/052,B60W2555/60;B60W2554/80;B60W2556/45,ISHIGOOKA; Tasuku et al.,,18/020203,2021-04-20,,,701/93,,"Hitachi, Ltd.",,,16.312887,,20230267837,A1,US-PGPUB,20230267837
checked,,273,,,,,,,US 20230260062 A1,2023-08-17,77364490,21,BUILDING MONITORING SYSTEM,G06Q50/16;G06Q50/163,,ISHIDA; Kazuharu,,18/301229,2023-04-15,,,705/313,,"TAISHO SKY BUILDING, INC.",,,22.552134,,20230260062,A1,US-PGPUB,20230260062
checked,2,274,,,,,,,US 20230259798 A1,2023-08-17,85601515,34,SYSTEMS AND METHODS FOR AUTOMATIC ENVIRONMENTAL PLANNING AND DECISION SUPPORT USING ARTIFICIAL INTELLIGENCE AND DATA FUSION TECHNIQUES ON DISTRIBUTED SENSOR NETWORK DATA,G06N5/045;G06Q10/04;G06N5/022;G06Q10/0635,G06Q40/08,MODUGULA; Venkata Reddy et al.,KLIMANOVUS LLC,18/169565,2023-02-15,,,706/10,,KLIMANOVUS LLC,,,29.872265,,20230259798,A1,US-PGPUB,20230259798
checked,,276,,,,,,,US 20260134315 A1,2026-05-14,85601515,35,SYSTEMS AND METHODS FOR AUTOMATIC ENVIRONMENTAL PLANNING AND DECISION SUPPORT USING ARTIFICIAL INTELLIGENCE AND DATA FUSION TECHNIQUES ON DISTRIBUTED SENSOR NETWORK DATA,G06N5/045;G06Q10/04;G06N5/022;G06Q10/0635,G06Q40/08,MODUGLA; Venkat Reddy et al.,KLIMANOVUS LLC,19/441577,2026-01-06,,,1/1,,KLIMANOVUS LLC,,,29.872265,,20260134315,A1,US-PGPUB,20260134315
checked,,277,,,,,,,US 20230236608 A1,2023-07-27,87313974,49,METHOD AND SYSTEM FOR INSPECTING A BUILDING CONSTRUCTION SITE USING A MOBILE ROBOTIC SYSTEM,G05D1/0246;G05D1/0274;G06T7/0004;G06T7/60;G06V10/25;G06V10/454;G06V10/764;G06V10/82;G06V20/176;G06V20/56,G06T2207/10016;G06T2207/10028;G06T2207/20024;G06T2207/20081;G06T2207/20084;G06T2207/30184,CHEAH; Chien Chern et al.,,18/158309,2023-01-23,,,701/25,,NANYANG TECHNOLOGICAL UNIVERSITY,,,23.628788,,20230236608,A1,US-PGPUB,20230236608
checked,,278,,,,,,,US 20230237795 A1,2023-07-27,87314298,30,OBJECT PLACEMENT VERIFICATION,B64C39/024;B64U10/13;G06F30/13;G06V20/17;G06V20/176,B64U2101/30,Van Niekerk; Ryan Mark et al.,,17/581585,2022-01-21,,,382/103,,Van Niekerk; Ryan Mark,,,12.826862,,20230237795,A1,US-PGPUB,20230237795
checked,,279,,,,,,,US 20230229168 A1,2023-07-20,76197426,7,METHOD FOR BYPASSING IMPASSABLE OBJECTS BY A ROBOT,G05B13/027;G05D1/0088;G05D1/0214;G05D1/0221;G05D1/0227;G05D1/0231;G05D1/0246,,Bairampalli; Sandeep et al.,,17/928948,2021-05-20,,,701/26,,BSH Hausgeräte GmbH,,,18.18539,,20230229168,A1,US-PGPUB,20230229168
checked,1,280,,,,,,,US 20230227176 A1,2023-07-20,87162542,23,AUTONOMOUS MULTI-USE SUBTERRANEAN AIRCRAFT PULL-THROUGH SYSTEM AND METHOD OF USE,B64F1/22;B64F1/223;B64F1/224;B64F1/225;B64F1/228;G08G5/22;G08G5/51;G08G5/56,B61B5/025,King; Raymond,,18/076998,2022-12-07,,,244/116,,King; Raymond,,,15.120049,,20230227176,A1,US-PGPUB,20230227176
checked,1,282,,,,,,,US 20230224728 A1,2023-07-13,78524664,15,AI-BASED INACTIVITY TIMER DETERMINATION METHOD AND DEVICE IN WIRELESS COMMUNICATION SYSTEM,H04W76/12;H04W76/32;G06N3/02;G06N20/00;H04L69/28;H04W24/02,Y02D30/70;H04W80/10,KWEON; Kisuk et al.,,17/998615,2021-05-13,,,1/1,,"SAMSUNG ELECTRONICS CO., LTD.",,,10.520695,,20230224728,A1,US-PGPUB,20230224728
checked,,284,,,,,,,US 20230222801 A1,2023-07-13,84785408,15,AUTOMATED VISUAL INSPECTION OF ALARM SYSTEM EVENT DEVICES,G08B29/00;G08B29/14;G08B29/12;H04N7/181;G06F3/0482;H04N7/183;G06V20/52,,Rao; Manjuprakash Rama et al.,,17/572071,2022-01-10,,,340/506,,Honeywell International Inc.,,,16.308016,,20230222801,A1,US-PGPUB,20230222801
checked,1,285,,,,,,,US 20230212084 A1,2023-07-06,78846449,25,Adjusting Concrete Mixes and Mix Designs Using Diagnostic Delta Data Curve,B28C7/022;C04B40/0032;B28C5/422;B28C5/4231;B28C7/024;B28C7/0418;B28C9/002;C04B28/02;C04B28/04;G01N33/383;C04B14/06;C04B40/0028;C04B40/0096;C04B2103/30,,Tregger; Nathan et al.,,18/009191,2021-06-04,,,106/739,,GCP Applied Technologies Inc.,,,15.0444975,,20230212084,A1,US-PGPUB,20230212084
checked,1,287,,,,,,,US 20230210579 A1,2023-07-06,86992825,24,REAL-TIME SURGICAL TOOL PRESENCE/ABSENCE DETECTION IN SURGICAL VIDEOS,A61B18/1233;A61B18/1445;A61B18/1482;A61B34/30;G06N3/0464;G06N3/08;G06N3/09;G06N20/00;G06Q10/0635;G06Q10/06398;G06Q50/22;G16H20/40;G16H30/40;G16H40/20;G16H40/40;G16H40/63;G16H50/50,A61B18/1482;A61B34/30;A61B34/37;A61B2018/00595;A61B2018/00601;A61B2018/0063;A61B2018/00642;A61B2018/00666;A61B2018/00672;A61B2018/00678;A61B2018/00898;A61B2018/00982;A61B2018/00994;A61B2018/126;A61B2034/2065;A61B2090/3612;G06T7/00,Torabi; Meysam et al.,,17/566116,2021-12-30,,,1/1,,Verb Surgical Inc.,,,26.6539,,20230210579,A1,US-PGPUB,20230210579
checked,1,290,,,,,,,US 20230202512 A1,2023-06-29,78830897,21,Vehicle Control System,B60W30/16;B60W30/165;B60W60/001;G05D1/0011;G05D1/0223;G05D1/0282;G05D1/0295;G05D1/6985;H04W4/029;H04W4/46;H04W64/00;H04W76/14,B60W2556/65;B60W2754/10;G08G1/0145,ISHII; Hirotake et al.,,17/928110,2021-05-11,,,701/23,,"Hitachi Construction Machinery Co., Ltd.",,,14.909155,,20230202512,A1,US-PGPUB,20230202512
checked,,292,,,,,,,US 20230192138 A1,2023-06-22,82407326,21,AUTONOMOUS DRIVING SAFETY CONTROL SYSTEM BASED ON EDGE INFRASTRUCTURE AND METHOD THEREOF,B60W50/02;B60W50/0205;B60W50/14;B60W60/0018;B60W60/00182;B60W60/00186;B60W60/0053;B60W60/0059;H04W4/44,B60W2540/00;B60W2556/45;B60W2556/65;B60W60/00186;B60W60/0055,LEE; Myung Su et al.,,17/979258,2022-11-02,,,701/23,,KIAPI (Korea Intelligent Automotive Parts Promotion Institute),,,26.80143,,20230192138,A1,US-PGPUB,20230192138
checked,,293,,,,,,,US 20230195455 A1,2023-06-22,86768074,13,Automated Developer Governance System,G06F8/77;G06F8/71,G06F8/60,Pugh; Jonathan Michael et al.,HSBC Technology and Services (USA) Inc.,18/066749,2022-12-15,,,717/102,,HSBC Technology and Services (USA) Inc.,,,10.698589,,20230195455,A1,US-PGPUB,20230195455
checked,,294,,,,,,,US 20230185303 A1,2023-06-15,78708781,14,EXCAVATION INSPECTION AND CLEARANCE SYSTEM,G01S17/86;G01S17/89;G05D1/0088;G05D1/0214,,CRONIN; Joe et al.,AUSTRALIAN DROID & ROBOT PTY LTD,17/926224,2021-05-20,,,701/24,,AUSTRALIAN DROID & ROBOT PTY LTD,,,28.88458,,20230185303,A1,US-PGPUB,20230185303
checked,1,295,,,,,,,US 20230175394 A1,2023-06-08,86608294,18,METHOD AND SYSTEM FOR CONSTRUCTION OF ARTIFICIAL INTELLIGENCE MODEL USING ON-CUTTER SENSING DATA FOR PREDICTING WELL BIT PERFORMANCE,E21B47/13;E21B12/02;G05B13/027;E21B47/14;E21B47/013;E21B47/26;E21B47/125;E21B49/003;E21B10/567,E21B2200/20;E21B2200/22,Zhan; Guodong et al.,SAUDI ARABIAN OIL COMPANY,17/643194,2021-12-08,,,175/40,,SAUDI ARABIAN OIL COMPANY,,,26.973267,,20230175394,A1,US-PGPUB,20230175394
checked,1,297,,,,,,,US 20230166913 A1,2023-06-01,75769559,16,METHOD FOR MONITORING A STORAGE SYSTEM WITH A FLYING DRONE,B64C39/024;B65G1/0464;B65G1/065;B65G1/1373;G05D1/221;G05D1/46,B64U10/14;B64U2101/26;B64U2101/30;B64U2201/10;B64U2201/20;B65G1/04;B65G1/0492,Fjeldheim; Ivar,Autostore Technology AS,17/922161,2021-04-27,,,700/214,,Autostore Technology AS,,,27.426962,,20230166913,A1,US-PGPUB,20230166913
checked,3,299,,,,,,,US 20230167653 A1,2023-06-01,86500670,15,DRONE SYSTEM WITH DISTRIBUTED BASING,B60P3/11;B64C39/024;B64U80/25;B64U80/70;B64U80/86;E04H6/44;G05D1/0088;G08G5/22;G08G5/26;G08G5/55;G08G5/56;G08G5/57,B60P3/11;B64U10/13;B64U2101/00;B64U2201/10;B64U2201/104;B64U50/19;B64U70/90;G08G5/57;H04W84/18,Waters; Gregory Lester et al.,,17/536517,2021-11-29,,,244/114R,,Matrixspace Corporation,,,26.636786,,20230167653,A1,US-PGPUB,20230167653
checked,,300,,,,,,,US 20230166839 A1,2023-06-01,86500670,16,DRONE SYSTEM WITH DISTRIBUTED BASING,B60P3/11;B64C39/024;B64U80/25;B64U80/70;B64U80/86;E04H6/44;G05D1/0088;G08G5/22;G08G5/26;G08G5/55;G08G5/56;G08G5/57,B60P3/11;B64U10/13;B64U2101/00;B64U2201/10;B64U2201/104;B64U50/19;B64U70/90;G08G5/57;H04W84/18,Waters; Gregory Lester et al.,,17/557502,2021-12-21,,,701/3,,Matrixspace Corporation,,,26.636786,,20230166839,A1,US-PGPUB,20230166839
checked,,301,,,,,,,US 20240076891 A1,2024-03-07,86500670,16,DRONE SYSTEM WITH DISTRIBUTED BASING,B60P3/11;B64C39/024;B64U80/25;B64U80/70;B64U80/86;E04H6/44;G05D1/0088;G08G5/22;G08G5/26;G08G5/55;G08G5/56;G08G5/57,B60P3/11;B64U10/13;B64U2101/00;B64U2201/10;B64U2201/104;B64U50/19;B64U70/90;G08G5/57;H04W84/18,Waters; Gregory Lester et al.,,18/502544,2023-11-06,,,1/1,,Matrixspace Corporation,,,26.636786,,20240076891,A1,US-PGPUB,20240076891
checked,,303,,,,,,,US 20230167997 A1,2023-06-01,86500944,16,AIR-QUALITY MONITORING DRIVEN BUILDING SYSTEM CONTROL,F24F11/526;F24F11/62;G05B15/02;G08B21/12;F24F11/65;F24F11/52;G05B13/0265;G08B19/00,Y02B30/70;F24F2110/64;G08B21/182;F24F2110/50,Bistany; Loucinda C. et al.,,18/072480,2022-11-30,,,700/276,,"ZEPTIVE, INC.",,,36.18369,,20230167997,A1,US-PGPUB,20230167997
checked,1,304,,,,,,,US 20230158752 A1,2023-05-25,86385007,25,Real-time process monitoring for direct ink write additive manufacturing,B29C64/343;B29C64/124;B29C64/264;B29C64/106;B29C64/393,B33Y50/02;B33Y10/00;B33Y30/00,Cook; Adam W. et al.,,17/967083,2022-10-17,,,425/166,,"National Technology & Engineering Solutions of Sandia, LLC",,,16.37371,,20230158752,A1,US-PGPUB,20230158752
checked,,306,,,,,,,US 20230152062 A1,2023-05-18,86324316,21,"SYSTEMS AND METHODS FOR ISOLATING OPEN AREAS AND ENCLOSED SPACES AGAINST TRIGGERING EVENTS, ACTIVE SHOOTERS, GUNSHOTS, EXPLOSIVES AND OTHER ACTIVE THREATS",E06B9/17046;E06B5/10;F41H11/00;F41H5/24;F41H5/013;E06B9/581;E06B9/13;E06B9/68,E06B9/58;E06B2009/6818,Riden; Vincent Andrew,,18/098404,2023-01-18,,,89/36.04,89/36.01,Riden; Vincent Andrew,,,12.915651,,20230152062,A1,US-PGPUB,20230152062
checked,,308,,,,,,,US 20240037996 A1,2024-02-01,86242463,20,INFRASTRUCTURE TO SUPPORT REAL-TIME REVIEW OF EVENTS,G07C5/0816;G07C5/085;G07C5/008;G07C5/0808,,ASHBOURNE; Paul et al.,,18/141089,2023-04-28,,,1/1,,EMBARK TRUCKS INC.,,,12.924489,,20240037996,A1,US-PGPUB,20240037996
checked,,310,,,,,,,US 20230128262 A1,2023-04-27,86056501,10,Modular Robotic Inspection System,F16L55/30;F16L55/32;F16L55/40;F16L55/44,B64F5/40;F16L2101/30;G01N2291/2636,Colaw; Christopher Lee et al.,,17/511237,2021-10-26,,,73/865.8,,"Lockheed Martin Corporation,Southem Methodist University",,,18.14633,,20230128262,A1,US-PGPUB,20230128262
checked,,311,,,,,,,US 20230129831 A1,2023-04-27,86056892,9,METHOD AND SYSTEM FOR SUBSEA CABLE LOCALIZATION,G01S15/8902;G01V3/081;B63G8/001;B63G8/39;G01V3/165,B63G2008/004,Littlefield; Robin H. et al.,,17/510895,2021-10-26,,,701/445,,Woods Hole Oceanographic Institution,,,15.292866,,20230129831,A1,US-PGPUB,20230129831
checked,,312,,,,,,,US 20230119984 A1,2023-04-20,85980973,7,System and Method for Development of an AI Computational Intelligence Platform for Energy Resilience in Buildings,G05B13/027;G06N3/045;G06N3/044;G05B15/02,G06F40/20;G05B2219/2642;G06F40/279;G06N20/00,Wilberforce; Nana,,17/503269,2021-10-16,,,700/276,,Wilberforce; Nana,,,31.402842,,20230119984,A1,US-PGPUB,20230119984
checked,,313,,,,,,,US 20230104767 A1,2023-04-06,77612555,30,HEALTH AND SAFETY MANAGEMENT SYSTEM,A61F17/00;G06Q10/04;G06Q10/06;G06Q10/0635;G06Q50/265;G16H40/20,G05B23/0283,MACKLE; Raoul Joseph et al.,XORIA LIMITED,17/904853,2021-03-05,,,705/325,,XORIA LIMITED,,,39.40193,,20230104767,A1,US-PGPUB,20230104767
checked,1,314,,,,,,,US 20230108669 A1,2023-04-06,85774042,9,STRUCTURES AND METHODS FOR LUNAR UTILIZATION,E04H3/02;E04H9/14;H10N10/17;H02S20/22;E04B1/32;E04H3/00;B64G99/00;B64G4/00,B64G1/002;Y02P80/20;Y02E10/50;Y02B10/10,NakaMats; Yoshiro,,17/977192,2022-10-31,,,52/169.6,,NakaMats; Yoshiro,,,15.249133,,20230108669,A1,US-PGPUB,20230108669
checked,1,316,,,,,,,US 20230099502 A1,2023-03-30,85706748,12,AUTOMATIC DISCOVERY OF MACHINE LEARNING MODEL FEATURES,G06N5/022;G06N3/08;G06N7/01,G06N20/00,Fix; Jeremy et al.,,17/486770,2021-09-27,,,706/12,,"AT&T Intellectual Property I, L.P.",,,41.48542,,20230099502,A1,US-PGPUB,20230099502
checked,1,318,,,,,,,US 20230101955 A1,2023-03-30,85721672,13,REUSE OF MACHINE LEARNING MODELS,G06N20/00;G06F18/2113;G06F18/217;G06F18/22;G06N3/096,,Vo; Cuong et al.,,17/486798,2021-09-27,,,706/12,,"AT&T Intellectual Property I, L.P.",,,55.279438,,20230101955,A1,US-PGPUB,20230101955
checked,,320,,,,,,,US 20230091883 A1,2023-03-23,85571726,5,INFRASTRUCTURE INSPECTION OPERATION BY USING MULTIPLE DRONES,B64D47/08;B64U70/93,B64U2101/26;B64U2101/30;B64U2201/10,KIM; Steven,,17/945954,2022-09-15,,,244/189,,HyDaaS Inc.,,,27.513018,,20230091883,A1,US-PGPUB,20230091883
checked,,321,,,,,,,US 20230071119 A1,2023-03-09,85386577,18,CHANGE MONITORING AND DISPLAYING CHANGE ACTIVITY FOR A CLOUD COMPUTING ENVIRONMENT,G06F21/554;G06F3/0481;G06N5/022;G06N7/01;G06T11/26;H04L67/75,G06N20/00;G06N5/022;G06N5/04,Wolf; Christian et al.,,17/466690,2021-09-03,,,1/1,,"Capital One Services, LLC",,,21.414085,,20230071119,A1,US-PGPUB,20230071119
checked,,322,,,,,,,US 20230068694 A1,2023-03-02,70480527,17,Method and System for Planning and Monitoring the Progress of Construction Projects,G06Q20/40;G06Q10/06;G06Q20/389;G06Q10/103;G06Q50/08,,Furlani; Federico,,17/797028,2021-02-03,,,1/1,,Build Trust S.R.L,,,20.064743,,20230068694,A1,US-PGPUB,20230068694
